20997.71628480929,15349.809678305002,27959.580470500918,4957.233617419813,12027.818066055808
225485.0,4793.208883865839,8730.79942416364,5159.902459680712,225485.0
634872.0,78953.88947300112,143814.0063260494,634872.0,634872.0
58894.0,3342.0142209702794,6087.4575973957735,35976.87440060902,58894.0
6623.804430129181,4842.152164059488,8819.949297011817,1563.7770103601952,3794.218071627395
163510.24427398635,119529.71913781842,217722.62138036144,386022.2077073808,93661.20788509898
557999.9754,185999.99180000002,122826.33874574634,92915.66873438218,929999.959
3575999.9987999997,1191999.9996,783709.023667984,592860.2022243565,5959999.998
259800.0,86600.0,433000.0,5928602.022243565,433000.0
624000.0,208000.0,149949.13318686462,113433.52027319933,1040000.0
